시군구,읍면동,위도,경도
은평구,,37.58931585,126.9183233
은평구,,37.60460643,126.9145278
은평구,,37.5989994,126.9088197
은평구,,37.59282208,126.9063132
은평구,,37.58363986,126.9056416
은평구,,37.58592037,126.8946598
은평구,,37.63922495,126.9403566
서대문구,,37.57111468,126.9572956
서대문구,,37.55919996,126.9552162
서대문구,,37.56399921,126.958146
서대문구,,37.56366992,126.9413231
서대문구,,37.5719018,126.9328604
서대문구,,37.58165771,126.9452331
서대문구,,37.59198339,126.9512497
서대문구,,37.58436035,126.9526033
서대문구,,37.60005242,126.946934
서대문구,,37.58692806,126.9320987
서대문구,,37.57174686,126.9159443
서대문구,,37.57771529,126.9213176
서대문구,,37.57541902,126.9078389
서대문구,,37.58103657,126.9134355
마포구,,37.55100153,126.9528327
마포구,,37.54961249,126.9583637
마포구,,37.53702138,126.9468018
마포구,,37.54063232,126.9412937
마포구,,37.55203455,126.9414556
마포구,,37.54984629,126.9475077
마포구,,37.5436071,126.9335477
마포구,,37.54593602,126.9251257
마포구,,37.55480057,126.9210288
마포구,,37.54689477,126.9088614
마포구,,37.55275872,126.9002003
마포구,,37.55709576,126.8956672
마포구,,37.5629832,126.9215418
마포구,,37.56195526,126.9118178
마포구,,37.56806153,126.9020013
마포구,,37.57175011,126.8807804
양천구,,37.52739563,126.8750598
양천구,,37.54360241,126.8743027
양천구,,37.54514346,126.86555
양천구,,37.53534119,126.8669361
양천구,,37.53632304,126.881095
양천구,,37.53123854,126.834492
양천구,,37.52337357,126.8463002
양천구,,37.53229263,126.8274614
양천구,,37.5221367,126.8398391
양천구,,37.54003862,126.8299263
양천구,,37.5160022,126.8421593
양천구,,37.51851267,126.8304403
양천구,,37.51882605,126.8597606
양천구,,37.5191491,126.8752626
양천구,,37.51131426,126.8420799
양천구,,37.52539532,126.8575641
양천구,,37.51585487,126.8698807
양천구,,37.51011822,126.8647871
강서구,,37.55320235,126.8754264
강서구,,37.5558541,126.8596073
강서구,,37.54582578,126.8600134
강서구,,37.56114418,126.8462796
강서구,,37.53376352,126.8409155
강서구,,37.53224394,126.8543676
강서구,,37.54398304,126.8343186
강서구,,37.53607427,126.8585856
강서구,,37.54250886,126.8482517
강서구,,37.55176287,126.8512072
강서구,,37.53409901,126.8485987
강서구,,37.57247729,126.8337009
강서구,,37.56867881,126.8539283
강서구,,37.56271464,126.862217
강서구,,37.55031965,126.8252808
강서구,,37.55061025,126.8410842
강서구,,37.55656665,126.7949042
강서구,,37.570029,126.8157136
강서구,,37.5836975,126.8047376
강서구,,37.58154901,126.815612
구로구,,37.50976629,126.8823555
구로구,,37.49327621,126.8756728
구로구,,37.4974396,126.8791442
구로구,,37.48480895,126.8949543
구로구,,37.49146479,126.8901136
구로구,,37.50236481,126.8886997
구로구,,37.48267323,126.8880381
구로구,,37.50079273,126.8633385
구로구,,37.50586559,126.8533766
구로구,,37.49989632,126.8495867
구로구,,37.49263971,126.8565479
구로구,,37.4867468,126.8521287
구로구,,37.4969125,126.841515
구로구,,37.48425843,126.8347237
구로구,,37.49845858,126.8260694
금천구,,37.4768781,126.884306
금천구,,37.46423338,126.8928041
금천구,,37.46384943,126.9024513
금천구,,37.47582969,126.9045366
금천구,,37.46908167,126.9041947
금천구,,37.45282131,126.9002158
금천구,,37.4505692,126.9201109
금천구,,37.4402415,126.9058793
금천구,,37.46011184,126.9092302
금천구,,37.44872768,126.9123463
영등포구,,37.5136689,126.9095385
영등포구,,37.52158983,126.9077475
영등포구,,37.52748186,126.927475
영등포구,,37.52390524,126.8968284
영등포구,,37.53296934,126.9037762
영등포구,,37.50922893,126.900945
영등포구,,37.51636828,126.8914239
송파구,,37.50977407,127.1223171
송파구,,37.51321566,127.1138347
송파구,,37.51755911,127.1285264
송파구,,37.50400179,127.1341639
송파구,,37.50717884,127.1103727
송파구,,37.50279253,127.1169334
송파구,,37.50274422,127.1025128
송파구,,37.50170136,127.0919016
송파구,,37.49702985,127.1216562
송파구,,37.49527851,127.1081864
송파구,,37.49584303,127.1307572
송파구,,37.4884305,127.1268425
송파구,,37.48065884,127.1191617
송파구,,37.48141515,127.1410707
송파구,,37.5054806,127.0822732
송파구,,37.51768473,127.0788065
송파구,,37.5136267,127.0942986
송파구,,37.52120496,127.1081508
송파구,,37.51903474,127.0999733
송파구,,37.50744292,127.0740813
강동구,,37.56374626,127.1740787
강동구,,37.55029756,127.1459279
강동구,,37.54824439,127.1543345
강동구,,37.56335628,127.1502175
강동구,,37.56585015,127.1615518
강동구,,37.55182867,127.134568
강동구,,37.55739756,127.1232082
강동구,,37.56141587,127.1384608
강동구,,37.54631249,127.1385461
강동구,,37.54471409,127.1222504
강동구,,37.53966713,127.1333107
강동구,,37.52873886,127.1255201
강동구,,37.5343442,127.1276591
강동구,,37.52837825,127.1337785
강동구,,37.53974631,127.1458895
강동구,,37.52312401,127.140428
강동구,,37.53148163,127.1473594
안양시만안구,,37.40452614,126.909146
안양시만안구,,37.39611375,126.8886096
안양시동안구,,37.4066223,126.9338583
안양시동안구,,37.39673571,126.9390867
안양시동안구,,37.42015199,126.9511516
안양시동안구,,37.39397589,126.9459331
안양시동안구,,37.39606968,126.9505485
안양시동안구,,37.39664292,126.9579265
안양시동안구,,37.39238674,126.9754554
안양시동안구,,37.39022654,126.9637849
안양시동안구,,37.38441996,126.9671303
안양시동안구,,37.37264277,126.9540607
안양시동안구,,37.38247985,126.9469995
안양시동안구,,37.36722218,126.9603918
안양시동안구,,37.3876583,126.9538517
안양시동안구,,37.38113321,126.9571456
안양시동안구,,37.37783681,126.9648087
광명시,,37.48729765,126.8617429
광명시,,37.48295803,126.8577403
광명시,,37.48010365,126.8562107
광명시,,37.47767094,126.8547807
광명시,,37.47715584,126.8486406
광명시,,37.46725235,126.8388073
광명시,,37.46550135,126.8513331
광명시,,37.48905827,126.8697582
광명시,,37.48346285,126.8670537
광명시,,37.47549519,126.8714167
광명시,,37.47257912,126.8631805
광명시,,37.45741013,126.8665033
광명시,,37.46469261,126.8742686
광명시,,37.46046017,126.8829033
광명시,,37.46717567,126.880212
광명시,,37.44441771,126.8873515
광명시,,37.42777864,126.8793607
광명시,,37.4292929,126.855111
평택시,,36.96160381,127.0368111
평택시,,36.99087648,126.9370273
평택시,,36.97306146,126.8597987
평택시,,37.10815056,127.088403
평택시,,37.10180851,127.0217894
평택시,,37.03752416,127.0280964
평택시,,37.00403937,126.9919326
평택시,,37.04497237,126.9346
평택시,,36.94483663,126.9319518
평택시,,37.05154794,127.0612125
평택시,,37.06969797,127.0534145
평택시,,37.04521152,127.0959992
평택시,,37.07630479,127.0593429
평택시,,37.07915427,127.0778833
평택시,,37.08767953,127.0501396
평택시,,37.0768265,127.0502548
평택시,,36.98174351,127.1066026
평택시,,36.99265438,127.0718034
평택시,,36.99802823,127.0857186
평택시,,37.01464938,127.1200106
평택시,,36.99057675,127.1191177
평택시,,37.01337197,127.0731231
동두천시,,37.90914807,127.0667784
동두천시,,37.9000354,127.0512374
동두천시,,37.90839615,127.0545686
동두천시,,37.92516798,127.0881464
동두천시,,37.89242541,127.1085557
동두천시,,37.88067393,127.0646829
동두천시,,37.94793368,127.0563142
동두천시,,37.90923181,127.0317473
안산시상록구,,37.31290764,126.8702365
안산시상록구,,37.3094119,126.8556626
안산시상록구,,37.29923226,126.8507262
안산시상록구,,37.28392572,126.8419403
안산시상록구,,37.29678289,126.8306935
안산시상록구,,37.28426192,126.8699111
안산시상록구,,37.29465244,126.869536
안산시상록구,,37.29999782,126.8673779
안산시상록구,,37.33457823,126.8691686
안산시상록구,,37.34477397,126.847699
안산시상록구,,37.32161413,126.8489824
안산시상록구,,37.30298487,126.9064252
안산시단원구,,37.35167254,126.8223752
안산시단원구,,37.33961978,126.8267594
안산시단원구,,37.32457617,126.825198
안산시단원구,,37.32583028,126.8360393
안산시단원구,,37.31043218,126.8313483
안산시단원구,,37.33073526,126.7689604
안산시단원구,,37.3239612,126.7994503
안산시단원구,,37.31003468,126.7746246
안산시단원구,,37.33215876,126.8080714
안산시단원구,,37.34502815,126.8006705
안산시상록구,,37.35833729,126.8767812
안산시단원구,,37.2442434,126.5966785
고양시덕양구,,37.66181889,126.8278115
고양시덕양구,,37.67180788,126.8643447
고양시덕양구,,37.63645617,126.8628266
고양시덕양구,,37.65892558,126.8454418
고양시덕양구,,37.65057475,126.8399941
고양시덕양구,,37.663969,126.9574545
고양시덕양구,,37.6313788,126.892394
고양시덕양구,,37.70939938,126.9043565
고양시덕양구,,37.70940375,126.8636309
고양시덕양구,,37.6285965,126.802266
고양시덕양구,,37.64188302,126.8329555
고양시덕양구,,37.63228529,126.8368195
고양시덕양구,,37.6072588,126.818987
고양시덕양구,,37.62133033,126.8337766
고양시덕양구,,37.60803864,126.8406178
고양시덕양구,,37.62142219,126.8454524
고양시덕양구,,37.6038031,126.8838714
고양시덕양구,,37.58996994,126.8563497
고양시일산동구,,37.67868554,126.8159142
고양시일산동구,,37.67057084,126.7779436
고양시일산동구,,37.66202028,126.8013099
고양시일산동구,,37.64743218,126.7921814
고양시일산동구,,37.64213538,126.7843514
고양시일산동구,,37.66073215,126.7836211
고양시일산동구,,37.65343738,126.782035
고양시일산동구,,37.64188221,126.7628282
고양시일산동구,,37.65572018,126.7687771
고양시일산동구,,37.70679156,126.8138687
고양시일산서구,,37.68782844,126.7678753
고양시일산서구,,37.68563706,126.7743446
고양시일산서구,,37.67919325,126.7677021
고양시일산서구,,37.66981674,126.7656804
고양시일산서구,,37.67195802,126.7577652
고양시일산서구,,37.67811753,126.7480976
고양시일산서구,,37.66454142,126.7243553
과천시,,37.43466923,126.9786681
과천시,,37.41512963,126.9815882
과천시,,37.42745314,126.9957627
과천시,,37.43488791,126.9990715
과천시,,37.45061831,127.0089341
과천시,,37.42472488,127.0190136
구리시,,37.63141377,127.1177688
구리시,,37.62486468,127.1367842
구리시,,37.60834439,127.1284247
구리시,,37.5812266,127.118253
구리시,,37.58602882,127.1337079
구리시,,37.5980879,127.1481282
구리시,,37.59423863,127.1434247
구리시,,37.58219267,127.1486171
남양주시,,37.59448239,127.2471349
남양주시,,37.72569218,127.1929502
남양주시,,37.65276763,127.3155553
남양주시,,37.6566039,127.1838684
남양주시,,37.69401984,127.2310775
남양주시,,37.70968375,127.1258954
남양주시,,37.7262258,127.3041997
남양주시,,37.56749458,127.2984818
남양주시,,37.66389504,127.2494833
남양주시,,37.64634218,127.2350604
남양주시,,37.63208844,127.2122862
남양주시,,37.61090435,127.1912051
남양주시,,37.59729729,127.1683176
남양주시,,37.66634227,127.1145507
오산시,,37.15357828,127.0839327
오산시,,37.15662114,127.0492882
오산시,,37.184337,127.0296361
오산시,,37.14301972,127.0452977
시흥시,,37.45301827,126.7998739
시흥시,,37.43844656,126.7799674
시흥시,,37.41234734,126.7742863
시흥시,,37.43191738,126.8078847
시흥시,,37.4059125,126.824497
시흥시,,37.38009763,126.8528547
시흥시,,37.38461343,126.7583991
시흥시,,37.35793343,126.7531028
시흥시,,37.33224077,126.7340058
시흥시,,37.34072757,126.7215392
시흥시,,37.34517879,126.7060514
시흥시,,37.36256417,126.7312804
시흥시,,37.43302675,126.8338169
시흥시,,37.38871944,126.805165
시흥시,,37.36514437,126.8101092
군포시,,37.35362953,126.9520299
군포시,,37.33453374,126.9369908
군포시,,37.37314327,126.9399373
군포시,,37.37136418,126.9315853
군포시,,37.36589152,126.9452996
군포시,,37.35862435,126.9373411
군포시,,37.34915395,126.9294972
군포시,,37.351039,126.9172488
군포시,,37.36378017,126.9171636
군포시,,37.33139387,126.9039663
군포시,,37.36715979,126.9248519
의왕시,,37.34293511,126.9864366
의왕시,,37.3198469,126.9529231
의왕시,,37.35983764,126.9843404
의왕시,,37.37791233,126.9771742
의왕시,,37.38545289,126.9831815
의왕시,,37.38880672,127.0121634
하남시,,37.51206849,127.2385434
하남시,,37.53893938,127.2072011
하남시,,37.55006764,127.2213128
하남시,,37.53506859,127.1981051
하남시,,37.54137272,127.1991118
하남시,,37.55121688,127.2051178
하남시,,37.56786447,127.205033
하남시,,37.5087799,127.1614196
하남시,,37.50669041,127.1935633
하남시,,37.53416927,127.1733117
용인시처인구,,37.29054993,127.2176614
용인시처인구,,37.32637374,127.2182037
용인시처인구,,37.16463779,127.2111598
용인시처인구,,37.16334432,127.3133981
용인시처인구,,37.14400475,127.3797524
용인시처인구,,37.24203463,127.2886716
용인시처인구,,37.22540887,127.1999619
용인시처인구,,37.25409809,127.2117986
용인시처인구,,37.20457848,127.2508481
용인시기흥구,,37.28317273,127.1017847
용인시기흥구,,37.27703756,127.1231231
용인시기흥구,,37.24839425,127.1276941
용인시기흥구,,37.23106591,127.1143208
용인시기흥구,,37.23432752,127.0811602
용인시기흥구,,37.29591597,127.1412521
용인시기흥구,,37.30671578,127.1275794
용인시기흥구,,37.26308277,127.1430665
용인시기흥구,,37.30949007,127.107653
용인시수지구,,37.32791344,127.094567
용인시수지구,,37.31993036,127.0899622
용인시수지구,,37.3324306,127.0574991
용인시수지구,,37.3292955,127.1272124
용인시수지구,,37.33061712,127.1071743
용인시수지구,,37.35015104,127.0573115
용인시수지구,,37.30308924,127.0720547
용인시수지구,,37.30648405,127.0884844
용인시수지구,,37.31938604,127.0605924
파주시,,37.87425421,126.7805049
파주시,,37.82844253,126.8151611
파주시,,37.86745732,126.8928249
파주시,,37.750355,126.823113
파주시,,37.79741537,126.78946
파주시,,37.80350731,126.7069516
파주시,,37.77643173,126.8829807
파주시,,37.91422411,126.8506327
파주시,,37.95807011,126.9294674
파주시,,37.8735781,126.7017103
파주시,,37.77610845,126.7544326
파주시,,37.75114263,126.7758868
파주시,,37.77009165,126.7755086
파주시,,37.73216395,126.712053
파주시,,37.73037315,126.7683445
파주시,,37.72687906,126.7403218
파주시,,37.71207402,126.7535264
이천시,,37.13450944,127.5964707
이천시,,37.27302343,127.5071352
이천시,,37.31371789,127.4104924
이천시,,37.3256379,127.4827457
이천시,,37.21542213,127.4121633
이천시,,37.24972657,127.3708179
이천시,,37.21285218,127.4976732
이천시,,37.17087946,127.456868
이천시,,37.13944117,127.5231497
이천시,,37.07562194,127.5471871
이천시,,37.28331737,127.4454281
이천시,,37.28999234,127.4539999
이천시,,37.24336993,127.4503219
이천시,,37.28817298,127.421762
안성시,,36.99440394,127.1735526
안성시,,37.05587205,127.3139137
안성시,,36.98161016,127.3446842
안성시,,36.93682243,127.26803
안성시,,36.96953922,127.2237901
안성시,,37.03450421,127.2382854
안성시,,37.08215727,127.2201767
안성시,,37.05604299,127.1475332
안성시,,37.09828835,127.4688954
안성시,,37.04872436,127.4218852
안성시,,37.06824063,127.3670479
안성시,,37.09225446,127.2714259
안성시,,37.00357931,127.2829112
안성시,,36.99327593,127.2656022
안성시,,37.0270949,127.2642371
김포시,,37.69595362,126.5994629
김포시,,37.60657267,126.7631376
김포시,,37.64425929,126.6275449
김포시,,37.64845931,126.5691866
김포시,,37.7317238,126.5513353
김포시,,37.7344177,126.6451191
김포시,,37.63408003,126.7097387
김포시,,37.65725439,126.6859478
김포시,,37.61898956,126.7261935
김포시,,37.60637771,126.721834
화성시,,37.20413678,126.9389468
화성시,,37.10001132,126.768179
화성시,,37.11433952,126.9274178
화성시,,37.26325317,126.9071495
화성시,,37.23251249,126.8711617
화성시,,37.19203281,126.7631531
화성시,,37.1699861,126.6913362
화성시,,37.15392246,126.88251
화성시,,37.07449398,126.8405422
화성시,,37.08845213,126.9602307
화성시,,37.16192361,126.9859994
화성시,,37.17087008,127.0979975
화성시,,37.21708469,126.8168759
화성시,,37.20254873,127.0392678
화성시,,37.21049583,127.0459377
화성시,,37.22701778,127.0604679
화성시,,37.22344894,126.9891918
화성시,,37.20773169,127.0053548
화성시,,37.2097084,127.0744593
화성시,,37.19157272,127.0745105
화성시,,37.20870552,127.0567902
광주시,,37.39702362,127.3111881
광주시,,37.36386956,127.3822239
광주시,,37.3082391,127.3154362
광주시,,37.45414954,127.339943
광주시,,37.50258225,127.3202752
광주시,,37.45912935,127.2340602
광주시,,37.40399058,127.262471
광주시,,37.42960742,127.2352929
양주시,,37.78942544,126.976656
양주시,,37.8695358,127.0238631
양주시,,37.89615104,126.9796895
양주시,,37.82988171,126.9531148
양주시,,37.71742417,126.9638599
양주시,,37.78586955,127.0335285
양주시,,37.7931454,127.0870398
양주시,,37.85685461,127.0750399
양주시,,37.82519949,127.0476513
양주시,,37.82575237,127.0713998
포천시,,37.79508321,127.1488281
포천시,,37.87751918,127.2296703
포천시,,37.79731869,127.2351588
포천시,,37.83400379,127.2010769
포천시,,37.94503806,127.1709032
포천시,,38.02247791,127.1764493
포천시,,38.00243062,127.2510248
포천시,,37.96495288,127.3237743
포천시,,38.05190225,127.384929
포천시,,38.07371023,127.2842235
포천시,,38.12856512,127.2254754
포천시,,37.89785211,127.2857848
포천시,,37.89432589,127.1815494
포천시,,37.86103318,127.1468963
여주시,,37.25606877,127.6505035
여주시,,37.19141882,127.68442
여주시,,37.20905243,127.580627
여주시,,37.34536861,127.5330815
여주시,,37.39654242,127.4978334
여주시,,37.37787579,127.6023242
여주시,,37.35655857,127.6892459
여주시,,37.28843858,127.7263026
여주시,,37.40925653,127.4421286
연천군,,38.10033861,127.1143778
연천군,,37.9941039,127.036695
연천군,,38.07469971,127.0379203
연천군,,38.01120377,127.1016144
연천군,,38.0252724,126.9180699
연천군,,38.03538981,126.9776031
연천군,,38.13173491,126.8832055
연천군,,38.20234155,127.1021138
연천군,,38.17020866,126.998845
연천군,,37.99551082,126.8502897
가평군,,37.82858462,127.4875607
가평군,,37.6531351,127.4997053
가평군,,37.72943483,127.4294045
가평군,,37.79050691,127.3379633
가평군,,37.86711148,127.3718558
가평군,,37.94428553,127.4944336
양평군,,37.49341129,127.5137225
양평군,,37.46119173,127.4673709
양평군,,37.46830311,127.4114638
양평군,,37.54125961,127.3787312
양평군,,37.5518554,127.4864361
영등포구,,37.52507785,126.887074
영등포구,,37.54060098,126.894168
영등포구,,37.51278312,126.9195562
영등포구,,37.50627956,126.9057867
영등포구,,37.50720302,126.9129612
영등포구,,37.50094535,126.9055734
영등포구,,37.4990883,126.9134685
영등포구,,37.5059714,126.9197305
영등포구,,37.49368189,126.905196
영등포구,,37.48956217,126.9005328
영등포구,,37.49978572,126.897263
동작구,,37.51303084,126.9488855
동작구,,37.51090495,126.9378694
동작구,,37.49848899,126.9534051
동작구,,37.50370573,126.9418553
동작구,,37.49720225,126.9333415
동작구,,37.4974081,126.9407282
동작구,,37.50642548,126.9636903
동작구,,37.47977701,126.977457
동작구,,37.49836695,126.9750883
동작구,,37.48871826,126.9710205
동작구,,37.48054129,126.9707795
동작구,,37.48586439,126.965038
동작구,,37.50705668,126.9280165
동작구,,37.48998097,126.9107372
동작구,,37.4943415,126.9216096
관악구,,37.49034836,126.9326058
관악구,,37.48947884,126.9595388
관악구,,37.48959148,126.9510174
관악구,,37.48098265,126.9606145
관악구,,37.46728228,126.9599899
관악구,,37.47802192,126.9458499
관악구,,37.48674135,126.9421844
관악구,,37.4841344,126.9506449
관악구,,37.47207459,126.9664675
관악구,,37.46253048,126.9765805
관악구,,37.480569,126.9334158
관악구,,37.47946956,126.9266003
관악구,,37.47369156,126.9392523
관악구,,37.48564441,126.9187262
관악구,,37.48693375,126.9274711
관악구,,37.4616523,126.9183754
